Sector,Category,SubCategory,Metric,Calculated_Value,Calculation_Method,Data_Sources,Calculation_Date,Confidence_Level
Human Resources,HR Technology,Payroll Services,Regional_Risk_Score,71.7,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Human Resources,HR Technology,Payroll Services,Supplier_Risk_Score,56.1,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Human Resources,HR Technology,Payroll Services,Overall_Risk_Score,55.1,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,E-Learning Platforms,Total_Spend_USD,6472300.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,E-Learning Platforms,Number_of_Suppliers,5.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,E-Learning Platforms,Number_of_Transactions,12.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,E-Learning Platforms,Top_Region_Concentration_Pct,47.27,MAX(Region_Spend)/Total_Spend*100 [Africa],spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,E-Learning Platforms,Top_Supplier_Concentration_Pct,47.27,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,E-Learning Platforms,Top3_Supplier_Concentration_Pct,93.33,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,E-Learning Platforms,Avg_Quality_Rating,4.39,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Human Resources,Learning & Development,E-Learning Platforms,Avg_Delivery_Rating,4.34,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Human Resources,Learning & Development,E-Learning Platforms,Regional_Risk_Score,56.7,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,E-Learning Platforms,Supplier_Risk_Score,56.7,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,E-Learning Platforms,Overall_Risk_Score,49.4,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,Leadership Development,Total_Spend_USD,8925900.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,Leadership Development,Number_of_Suppliers,8.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,Leadership Development,Number_of_Transactions,21.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,Leadership Development,Top_Region_Concentration_Pct,68.79,MAX(Region_Spend)/Total_Spend*100 [APAC],spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,Leadership Development,Top_Supplier_Concentration_Pct,25.76,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,Leadership Development,Top3_Supplier_Concentration_Pct,58.15,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,Leadership Development,Avg_Quality_Rating,4.45,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Human Resources,Learning & Development,Leadership Development,Avg_Delivery_Rating,4.19,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Human Resources,Learning & Development,Leadership Development,Regional_Risk_Score,82.5,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,Leadership Development,Supplier_Risk_Score,30.9,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,Leadership Development,Overall_Risk_Score,49.4,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,Training Programs,Total_Spend_USD,2240600.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,Training Programs,Number_of_Suppliers,5.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,Training Programs,Number_of_Transactions,8.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,Training Programs,Top_Region_Concentration_Pct,44.52,MAX(Region_Spend)/Total_Spend*100 [Africa],spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,Training Programs,Top_Supplier_Concentration_Pct,44.52,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,Training Programs,Top3_Supplier_Concentration_Pct,84.09,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,Training Programs,Avg_Quality_Rating,4.46,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Human Resources,Learning & Development,Training Programs,Avg_Delivery_Rating,4.36,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Human Resources,Learning & Development,Training Programs,Regional_Risk_Score,53.4,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,Training Programs,Supplier_Risk_Score,53.4,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Human Resources,Learning & Development,Training Programs,Overall_Risk_Score,46.7,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Executive Search,Total_Spend_USD,7086600.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Executive Search,Number_of_Suppliers,5.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Executive Search,Number_of_Transactions,12.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Executive Search,Top_Region_Concentration_Pct,57.79,MAX(Region_Spend)/Total_Spend*100 [Middle East],spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Executive Search,Top_Supplier_Concentration_Pct,38.65,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Executive Search,Top3_Supplier_Concentration_Pct,92.08,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Executive Search,Avg_Quality_Rating,4.57,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Human Resources,Staffing Services,Executive Search,Avg_Delivery_Rating,4.33,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Human Resources,Staffing Services,Executive Search,Regional_Risk_Score,69.3,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Executive Search,Supplier_Risk_Score,46.4,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Executive Search,Overall_Risk_Score,50.3,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Permanent Recruitment,Total_Spend_USD,9932400.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Permanent Recruitment,Number_of_Suppliers,8.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Permanent Recruitment,Number_of_Transactions,22.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Permanent Recruitment,Top_Region_Concentration_Pct,39.13,MAX(Region_Spend)/Total_Spend*100 [Europe],spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Permanent Recruitment,Top_Supplier_Concentration_Pct,25.82,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Permanent Recruitment,Top3_Supplier_Concentration_Pct,60.63,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Permanent Recruitment,Avg_Quality_Rating,4.45,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Human Resources,Staffing Services,Permanent Recruitment,Avg_Delivery_Rating,4.22,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Human Resources,Staffing Services,Permanent Recruitment,Regional_Risk_Score,47.0,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Permanent Recruitment,Supplier_Risk_Score,31.0,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Permanent Recruitment,Overall_Risk_Score,35.2,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Temporary Staffing,Total_Spend_USD,5764100.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Temporary Staffing,Number_of_Suppliers,5.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Temporary Staffing,Number_of_Transactions,13.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Temporary Staffing,Top_Region_Concentration_Pct,44.54,MAX(Region_Spend)/Total_Spend*100 [Africa],spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Temporary Staffing,Top_Supplier_Concentration_Pct,44.54,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Temporary Staffing,Top3_Supplier_Concentration_Pct,84.45,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Temporary Staffing,Avg_Quality_Rating,4.44,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Human Resources,Staffing Services,Temporary Staffing,Avg_Delivery_Rating,4.47,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Human Resources,Staffing Services,Temporary Staffing,Regional_Risk_Score,53.4,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Temporary Staffing,Supplier_Risk_Score,53.4,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Human Resources,Staffing Services,Temporary Staffing,Overall_Risk_Score,46.8,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,Cloud Storage,Total_Spend_USD,5951200.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,Cloud Storage,Number_of_Suppliers,6.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,Cloud Storage,Number_of_Transactions,14.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,Cloud Storage,Top_Region_Concentration_Pct,55.11,MAX(Region_Spend)/Total_Spend*100 [Europe],spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,Cloud Storage,Top_Supplier_Concentration_Pct,51.67,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,Cloud Storage,Top3_Supplier_Concentration_Pct,89.64,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,Cloud Storage,Avg_Quality_Rating,4.4,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Cloud Services,Cloud Storage,Avg_Delivery_Rating,4.41,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Cloud Services,Cloud Storage,Regional_Risk_Score,66.1,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,Cloud Storage,Supplier_Risk_Score,62.0,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,Cloud Storage,Overall_Risk_Score,55.3,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,IaaS,Total_Spend_USD,10841600.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,IaaS,Number_of_Suppliers,5.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,IaaS,Number_of_Transactions,19.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,IaaS,Top_Region_Concentration_Pct,53.26,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,IaaS,Top_Supplier_Concentration_Pct,31.98,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,IaaS,Top3_Supplier_Concentration_Pct,78.72,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,IaaS,Avg_Quality_Rating,4.63,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Cloud Services,IaaS,Avg_Delivery_Rating,4.62,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Cloud Services,IaaS,Regional_Risk_Score,63.9,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,IaaS,Supplier_Risk_Score,38.4,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,IaaS,Overall_Risk_Score,44.9,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,PaaS,Total_Spend_USD,6460800.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,PaaS,Number_of_Suppliers,5.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,PaaS,Number_of_Transactions,14.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,PaaS,Top_Region_Concentration_Pct,52.34,MAX(Region_Spend)/Total_Spend*100 [Europe],spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,PaaS,Top_Supplier_Concentration_Pct,43.25,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,PaaS,Top3_Supplier_Concentration_Pct,86.03,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,PaaS,Avg_Quality_Rating,4.38,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Cloud Services,PaaS,Avg_Delivery_Rating,4.27,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Cloud Services,PaaS,Regional_Risk_Score,62.8,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,PaaS,Supplier_Risk_Score,51.9,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,PaaS,Overall_Risk_Score,49.9,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,SaaS,Total_Spend_USD,5761300.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,SaaS,Number_of_Suppliers,6.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,SaaS,Number_of_Transactions,17.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,SaaS,Top_Region_Concentration_Pct,83.35,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,SaaS,Top_Supplier_Concentration_Pct,26.74,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,SaaS,Top3_Supplier_Concentration_Pct,67.16,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,SaaS,Avg_Quality_Rating,4.55,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Cloud Services,SaaS,Avg_Delivery_Rating,4.33,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Cloud Services,SaaS,Regional_Risk_Score,100.0,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,SaaS,Supplier_Risk_Score,32.1,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Cloud Services,SaaS,Overall_Risk_Score,56.8,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Endpoint Security,Total_Spend_USD,10782400.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Endpoint Security,Number_of_Suppliers,5.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Endpoint Security,Number_of_Transactions,17.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Endpoint Security,Top_Region_Concentration_Pct,83.71,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Endpoint Security,Top_Supplier_Concentration_Pct,29.8,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Endpoint Security,Top3_Supplier_Concentration_Pct,70.28,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Endpoint Security,Avg_Quality_Rating,4.41,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Cybersecurity,Endpoint Security,Avg_Delivery_Rating,4.45,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Cybersecurity,Endpoint Security,Regional_Risk_Score,100.0,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Endpoint Security,Supplier_Risk_Score,35.8,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Endpoint Security,Overall_Risk_Score,58.3,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Identity Management,Total_Spend_USD,5149000.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Identity Management,Number_of_Suppliers,7.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Identity Management,Number_of_Transactions,14.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Identity Management,Top_Region_Concentration_Pct,60.26,MAX(Region_Spend)/Total_Spend*100 [Africa],spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Identity Management,Top_Supplier_Concentration_Pct,37.34,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Identity Management,Top3_Supplier_Concentration_Pct,75.73,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Identity Management,Avg_Quality_Rating,4.61,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Cybersecurity,Identity Management,Avg_Delivery_Rating,4.23,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Cybersecurity,Identity Management,Regional_Risk_Score,72.3,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Identity Management,Supplier_Risk_Score,44.8,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Identity Management,Overall_Risk_Score,50.8,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Network Security,Total_Spend_USD,5101600.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Network Security,Number_of_Suppliers,5.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Network Security,Number_of_Transactions,12.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Network Security,Top_Region_Concentration_Pct,58.83,MAX(Region_Spend)/Total_Spend*100 [Europe],spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Network Security,Top_Supplier_Concentration_Pct,41.68,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Network Security,Top3_Supplier_Concentration_Pct,86.87,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Network Security,Avg_Quality_Rating,4.57,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Cybersecurity,Network Security,Avg_Delivery_Rating,4.4,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Cybersecurity,Network Security,Regional_Risk_Score,70.6,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Network Security,Supplier_Risk_Score,50.0,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Network Security,Overall_Risk_Score,52.2,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Security Operations,Total_Spend_USD,10196500.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Security Operations,Number_of_Suppliers,7.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Security Operations,Number_of_Transactions,21.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Security Operations,Top_Region_Concentration_Pct,50.14,MAX(Region_Spend)/Total_Spend*100 [Europe],spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Security Operations,Top_Supplier_Concentration_Pct,22.89,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Security Operations,Top3_Supplier_Concentration_Pct,61.33,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Security Operations,Avg_Quality_Rating,4.48,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Cybersecurity,Security Operations,Avg_Delivery_Rating,4.44,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Cybersecurity,Security Operations,Regional_Risk_Score,60.2,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Security Operations,Supplier_Risk_Score,27.5,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Cybersecurity,Security Operations,Overall_Risk_Score,39.1,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Desktops,Total_Spend_USD,8931500.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Desktops,Number_of_Suppliers,6.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Desktops,Number_of_Transactions,17.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Desktops,Top_Region_Concentration_Pct,35.58,MAX(Region_Spend)/Total_Spend*100 [Europe],spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Desktops,Top_Supplier_Concentration_Pct,28.32,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Desktops,Top3_Supplier_Concentration_Pct,75.03,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Desktops,Avg_Quality_Rating,4.57,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Hardware,Desktops,Avg_Delivery_Rating,4.4,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Hardware,Desktops,Regional_Risk_Score,42.7,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Desktops,Supplier_Risk_Score,34.0,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Desktops,Overall_Risk_Score,34.7,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Laptops,Total_Spend_USD,13346900.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Laptops,Number_of_Suppliers,5.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Laptops,Number_of_Transactions,15.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Laptops,Top_Region_Concentration_Pct,83.17,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Laptops,Top_Supplier_Concentration_Pct,23.42,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Laptops,Top3_Supplier_Concentration_Pct,64.69,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Laptops,Avg_Quality_Rating,4.56,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Hardware,Laptops,Avg_Delivery_Rating,4.38,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Information Technology,Hardware,Laptops,Regional_Risk_Score,99.8,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Laptops,Supplier_Risk_Score,28.1,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Laptops,Overall_Risk_Score,55.2,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Network Equipment,Total_Spend_USD,9024300.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Network Equipment,Number_of_Suppliers,6.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Network Equipment,Number_of_Transactions,12.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Information Technology,Hardware,Network Equipment,Top_Region_Concentration_Pct,42.76,MAX(Region_Spend)/Total_Spend*100 [Middle East],spend_data.csv,2026-01-03,HIGH
